age,education,employ,address,income,debtinc,creddebt,othdebt,default,credit_score
46,1,7,6,41,23.4,0.585234,9.008766,,
26,4,1,5,92,13.0,6.50624,5.45376,,
33,1,16,12,46,8.1,2.399544,1.326456,,
43,1,8,0,32,19.0,1.23424,4.84576,,
49,2,14,26,63,15.8,0.935676,9.018324,,
44,1,2,15,22,9.6,1.091904,1.020096,,
32,1,12,10,33,11.2,0.79464,2.90136,,
38,1,5,4,20,1.5,0.0915,0.2085,,
52,1,33,23,139,5.6,2.288496,5.495504,,
35,1,10,3,24,21.3,1.083744,4.028256,,
33,4,4,12,22,5.5,0.56628,0.64372,,
35,1,11,12,77,4.7,1.100176,2.518824,,
34,2,9,3,40,1.6,0.37376,0.26624,,
39,1,19,16,53,3.7,0.190217,1.770783,,
31,1,8,4,27,5.4,0.673596,0.784404,,
37,1,5,11,27,9.4,0.41877,2.11923,,
44,1,19,9,40,10.9,0.34444,4.01556,,
30,1,1,1,27,12.3,1.275264,2.045736,,
37,1,18,9,58,10.3,2.86752,3.10648,,
35,1,11,9,40,2.9,0.57188,0.58812,,
43,1,4,11,26,7.1,0.751322,1.094678,,
26,1,0,5,17,5.0,0.14195,0.70805,,
35,1,13,4,42,17.6,0.768768,6.623232,,
24,1,4,0,19,11.0,1.18503,0.90497,,
24,1,4,1,23,4.9,0.242305,0.884695,,
26,3,3,1,40,10.8,1.89648,2.42352,,
34,1,10,12,48,5.1,0.264384,2.183616,,
44,4,18,23,78,1.0,0.56472,0.21528,,
46,1,9,6,72,5.0,0.828,2.772,,
40,1,17,5,55,11.4,2.12553,4.14447,,
37,4,2,1,29,15.4,2.782318,1.683682,,
35,3,5,13,30,10.6,1.5264,1.6536,,
46,2,18,18,55,4.4,0.41866,2.00134,,
40,3,5,18,28,10.0,1.2628,1.5372,,
48,2,21,14,86,1.2,0.145512,0.886488,,
53,1,33,25,324,7.0,7.05348,15.62652,,
45,3,9,0,84,13.1,1.276464,9.727536,,
32,3,6,12,22,6.7,0.384714,1.089286,,
43,1,15,21,62,9.4,0.693532,5.134468,,
29,2,3,9,32,9.0,1.07136,1.80864,,
47,2,7,24,49,0.9,0.253575,0.187425,,
21,2,1,0,17,10.5,0.555135,1.229865,,
30,1,0,2,20,5.4,0.62208,0.45792,,
25,3,3,2,54,7.4,1.162836,2.833164,,
27,1,6,2,52,13.8,1.90164,5.27436,,
36,1,4,17,25,4.0,0.144,0.856,,
35,1,12,3,30,15.4,1.89882,2.72118,,
33,1,11,6,35,15.9,0.506415,5.058585,,
21,3,0,1,41,19.5,2.36652,5.62848,,
44,1,18,0,61,10.8,2.806488,3.781512,,
37,1,19,7,38,13.5,2.59065,2.53935,,
27,1,5,7,26,6.8,0.54808,1.21992,,
37,2,11,11,47,9.6,1.597248,2.914752,,
48,2,9,22,44,5.9,2.133912,0.462088,,
30,1,4,2,21,3.5,0.228585,0.506415,,
22,4,0,1,25,12.2,1.49145,1.55855,,
39,2,18,18,47,7.6,1.564536,2.007464,,
26,1,5,6,18,15.5,0.57474,2.21526,,
29,2,9,8,30,21.7,3.6456,2.8644,,
47,1,29,20,169,2.2,0.349492,3.368508,,
33,2,5,2,37,8.4,1.028748,2.079252,,
23,2,2,2,48,7.5,0.5112,3.0888,,
25,2,5,5,35,16.5,1.969275,3.805725,,
34,1,4,6,23,5.6,0.616952,0.671048,,
56,1,19,26,66,3.3,0.847242,1.330758,,
32,1,7,10,23,9.8,0.861028,1.392972,,
27,3,0,4,50,14.7,1.0437,6.3063,,
41,2,6,7,36,13.9,1.486188,3.517812,,
30,1,8,11,27,20.3,3.743523,1.737477,,
38,4,13,2,126,13.7,7.612542,9.649458,,
31,1,6,1,45,7.3,0.58473,2.70027,,
37,3,16,8,75,0.1,0.02205,0.05295,,
30,2,2,2,26,3.8,0.248976,0.739024,,
44,2,8,18,43,5.0,0.5547,1.5953,,
25,2,5,3,42,15.5,3.36567,3.14433,,
33,2,10,2,54,3.0,0.11988,1.50012,,
25,1,3,5,31,8.1,0.881361,1.629639,,
45,1,14,26,46,5.1,1.262148,1.083852,,
23,1,6,2,15,12.7,1.37541,0.52959,,
43,1,24,22,254,7.7,7.001764,12.556236,,
38,2,12,14,40,5.1,0.8976,1.1424,,
24,1,1,4,16,7.2,0.877824,0.274176,,
29,2,2,4,16,10.5,0.43344,1.24656,,
40,1,23,16,81,10.9,0.997677,7.831323,,
47,1,3,1,21,15.4,0.067914,3.166086,,
24,1,1,5,16,9.2,0.185472,1.286528,,
35,2,0,6,35,12.4,2.38266,1.95734,,
38,1,1,9,42,9.1,0.890526,2.931474,,
48,1,10,0,70,28.2,10.67934,9.06066,,
35,2,12,12,64,15.0,1.4496,8.1504,,
27,1,11,1,21,11.4,0.914508,1.479492,,
47,3,16,7,266,2.0,2.19184,3.12816,,
31,1,3,5,16,32.3,3.064624,2.103376,,
30,1,12,4,40,7.0,1.2488,1.5512,,
29,2,10,3,61,6.2,0.798002,2.983998,,
26,4,1,6,64,23.3,7.75424,7.15776,,
38,1,21,17,65,16.8,2.53344,8.38656,,
45,1,7,17,29,6.1,0.739442,1.029558,,
29,1,3,10,23,9.3,1.103724,1.035276,,
52,1,17,4,73,8.7,1.054266,5.296734,,
24,1,1,0,20,4.1,0.32472,0.49528,,
33,2,8,13,27,9.8,1.645812,1.000188,,
38,2,0,18,21,4.6,0.612444,0.353556,,
26,1,0,2,15,5.4,0.38556,0.42444,,
26,1,2,5,22,6.4,0.236544,1.171456,,
35,1,16,0,37,17.2,4.212968,2.151032,,
43,1,9,8,66,8.8,2.340624,3.467376,,
45,3,8,1,140,13.9,4.1839,15.2761,,
24,1,5,1,46,3.8,0.529644,1.218356,,
44,3,7,16,78,10.5,3.15315,5.03685,,
29,2,0,7,23,8.0,1.242,0.598,,
22,2,0,0,14,17.1,0.241794,2.152206,,
38,1,16,8,37,8.6,0.082732,3.099268,,
46,1,6,19,30,17.6,1.41504,3.86496,,
46,4,7,16,73,1.1,0.555676,0.247324,,
32,1,13,11,25,7.5,0.59625,1.27875,,
39,3,16,10,126,6.8,1.405152,7.162848,,
40,2,15,19,138,4.1,1.222128,4.435872,,
47,1,16,19,110,12.6,5.8212,8.0388,,
28,1,10,1,42,8.6,1.04748,2.56452,,
36,1,19,8,45,12.1,0.920205,4.524795,,
41,2,13,1,93,14.7,9.542358,4.128642,,
31,2,12,8,44,9.6,1.867008,2.356992,,
39,1,20,8,116,4.1,2.240076,2.515924,,
37,1,4,10,24,14.2,0.419184,2.988816,,
35,2,11,1,62,32.4,9.702504,10.385496,,
35,4,10,12,45,8.5,1.0404,2.7846,,
51,4,15,30,26,13.6,2.011984,1.524016,,
36,1,5,2,27,7.0,0.72387,1.16613,,
23,1,3,4,13,3.1,0.045539,0.357461,,
34,1,12,15,32,2.7,0.239328,0.624672,,
32,2,12,11,116,5.7,4.026708,2.585292,,
48,1,13,11,38,10.8,0.722304,3.381696,,
35,2,1,11,24,7.8,0.417456,1.454544,,
37,1,20,13,41,12.9,0.89913,4.38987,,
36,1,16,13,32,10.9,0.544128,2.943872,,
50,1,6,27,21,12.9,1.316574,1.392426,,
40,1,9,9,33,17.0,4.8807,0.7293,,
31,1,5,7,23,2.0,0.046,0.414,,
29,1,4,0,24,7.8,0.866736,1.005264,,
25,2,1,3,14,9.9,0.232848,1.153152,,
34,1,4,3,28,9.4,1.058064,1.573936,,
50,1,30,8,150,32.5,13.5525,35.1975,,
27,1,5,5,26,1.2,0.130416,0.181584,,
31,4,7,12,97,6.0,1.82748,3.99252,,
45,1,8,25,27,2.6,0.415584,0.286416,,
35,1,10,8,28,1.3,0.109928,0.254072,,
47,2,27,7,107,6.1,1.638277,4.888723,,
50,3,25,7,94,5.3,1.733736,3.248264,,
37,2,15,11,108,11.8,5.250528,7.493472,,
46,1,7,6,41,23.4,0.585234,9.008766,,
26,4,1,5,92,13.0,6.50624,5.45376,,
33,1,16,12,46,8.1,2.399544,1.326456,,
43,1,8,0,32,19.0,1.23424,4.84576,,
49,2,14,26,63,15.8,0.935676,9.018324,,
44,1,2,15,22,9.6,1.091904,1.020096,,
32,1,12,10,33,11.2,0.79464,2.90136,,
38,1,5,4,20,1.5,0.0915,0.2085,,
52,1,33,23,139,5.6,2.288496,5.495504,,
35,1,10,3,24,21.3,1.083744,4.028256,,
33,4,4,12,22,5.5,0.56628,0.64372,,
35,1,11,12,77,4.7,1.100176,2.518824,,
34,2,9,3,40,1.6,0.37376,0.26624,,
39,1,19,16,53,3.7,0.190217,1.770783,,
31,1,8,4,27,5.4,0.673596,0.784404,,
37,1,5,11,27,9.4,0.41877,2.11923,,
44,1,19,9,40,10.9,0.34444,4.01556,,
30,1,1,1,27,12.3,1.275264,2.045736,,
37,1,18,9,58,10.3,2.86752,3.10648,,
35,1,11,9,40,2.9,0.57188,0.58812,,
43,1,4,11,26,7.1,0.751322,1.094678,,
26,1,0,5,17,5.0,0.14195,0.70805,,
35,1,13,4,42,17.6,0.768768,6.623232,,
24,1,4,0,19,11.0,1.18503,0.90497,,
24,1,4,1,23,4.9,0.242305,0.884695,,
26,3,3,1,40,10.8,1.89648,2.42352,,
34,1,10,12,48,5.1,0.264384,2.183616,,
44,4,18,23,78,1.0,0.56472,0.21528,,
46,1,9,6,72,5.0,0.828,2.772,,
40,1,17,5,55,11.4,2.12553,4.14447,,
37,4,2,1,29,15.4,2.782318,1.683682,,
35,3,5,13,30,10.6,1.5264,1.6536,,
46,2,18,18,55,4.4,0.41866,2.00134,,
40,3,5,18,28,10.0,1.2628,1.5372,,
48,2,21,14,86,1.2,0.145512,0.886488,,
53,1,33,25,324,7.0,7.05348,15.62652,,
45,3,9,0,84,13.1,1.276464,9.727536,,
32,3,6,12,22,6.7,0.384714,1.089286,,
43,1,15,21,62,9.4,0.693532,5.134468,,
29,2,3,9,32,9.0,1.07136,1.80864,,
47,2,7,24,49,0.9,0.253575,0.187425,,
21,2,1,0,17,10.5,0.555135,1.229865,,
30,1,0,2,20,5.4,0.62208,0.45792,,
25,3,3,2,54,7.4,1.162836,2.833164,,
27,1,6,2,52,13.8,1.90164,5.27436,,
36,1,4,17,25,4.0,0.144,0.856,,
35,1,12,3,30,15.4,1.89882,2.72118,,
33,1,11,6,35,15.9,0.506415,5.058585,,
21,3,0,1,41,19.5,2.36652,5.62848,,
44,1,18,0,61,10.8,2.806488,3.781512,,
37,1,19,7,38,13.5,2.59065,2.53935,,
27,1,5,7,26,6.8,0.54808,1.21992,,
37,2,11,11,47,9.6,1.597248,2.914752,,
48,2,9,22,44,5.9,2.133912,0.462088,,
30,1,4,2,21,3.5,0.228585,0.506415,,
22,4,0,1,25,12.2,1.49145,1.55855,,
39,2,18,18,47,7.6,1.564536,2.007464,,
26,1,5,6,18,15.5,0.57474,2.21526,,
29,2,9,8,30,21.7,3.6456,2.8644,,
47,1,29,20,169,2.2,0.349492,3.368508,,
33,2,5,2,37,8.4,1.028748,2.079252,,
23,2,2,2,48,7.5,0.5112,3.0888,,
25,2,5,5,35,16.5,1.969275,3.805725,,
34,1,4,6,23,5.6,0.616952,0.671048,,
56,1,19,26,66,3.3,0.847242,1.330758,,
32,1,7,10,23,9.8,0.861028,1.392972,,
27,3,0,4,50,14.7,1.0437,6.3063,,
41,2,6,7,36,13.9,1.486188,3.517812,,
30,1,8,11,27,20.3,3.743523,1.737477,,
38,4,13,2,126,13.7,7.612542,9.649458,,
31,1,6,1,45,7.3,0.58473,2.70027,,
37,3,16,8,75,0.1,0.02205,0.05295,,
30,2,2,2,26,3.8,0.248976,0.739024,,
44,2,8,18,43,5.0,0.5547,1.5953,,
25,2,5,3,42,15.5,3.36567,3.14433,,
33,2,10,2,54,3.0,0.11988,1.50012,,
25,1,3,5,31,8.1,0.881361,1.629639,,
45,1,14,26,46,5.1,1.262148,1.083852,,
23,1,6,2,15,12.7,1.37541,0.52959,,
43,1,24,22,254,7.7,7.001764,12.556236,,
38,2,12,14,40,5.1,0.8976,1.1424,,
24,1,1,4,16,7.2,0.877824,0.274176,,
29,2,2,4,16,10.5,0.43344,1.24656,,
40,1,23,16,81,10.9,0.997677,7.831323,,
47,1,3,1,21,15.4,0.067914,3.166086,,
24,1,1,5,16,9.2,0.185472,1.286528,,
35,2,0,6,35,12.4,2.38266,1.95734,,
38,1,1,9,42,9.1,0.890526,2.931474,,
48,1,10,0,70,28.2,10.67934,9.06066,,
35,2,12,12,64,15.0,1.4496,8.1504,,
27,1,11,1,21,11.4,0.914508,1.479492,,
47,3,16,7,266,2.0,2.19184,3.12816,,
31,1,3,5,16,32.3,3.064624,2.103376,,
30,1,12,4,40,7.0,1.2488,1.5512,,
29,2,10,3,61,6.2,0.798002,2.983998,,
26,4,1,6,64,23.3,7.75424,7.15776,,
38,1,21,17,65,16.8,2.53344,8.38656,,
45,1,7,17,29,6.1,0.739442,1.029558,,
29,1,3,10,23,9.3,1.103724,1.035276,,
52,1,17,4,73,8.7,1.054266,5.296734,,
24,1,1,0,20,4.1,0.32472,0.49528,,
33,2,8,13,27,9.8,1.645812,1.000188,,
38,2,0,18,21,4.6,0.612444,0.353556,,
26,1,0,2,15,5.4,0.38556,0.42444,,
26,1,2,5,22,6.4,0.236544,1.171456,,
35,1,16,0,37,17.2,4.212968,2.151032,,
43,1,9,8,66,8.8,2.340624,3.467376,,
45,3,8,1,140,13.9,4.1839,15.2761,,
24,1,5,1,46,3.8,0.529644,1.218356,,
44,3,7,16,78,10.5,3.15315,5.03685,,
29,2,0,7,23,8.0,1.242,0.598,,
22,2,0,0,14,17.1,0.241794,2.152206,,
38,1,16,8,37,8.6,0.082732,3.099268,,
46,1,6,19,30,17.6,1.41504,3.86496,,
46,4,7,16,73,1.1,0.555676,0.247324,,
32,1,13,11,25,7.5,0.59625,1.27875,,
39,3,16,10,126,6.8,1.405152,7.162848,,
40,2,15,19,138,4.1,1.222128,4.435872,,
47,1,16,19,110,12.6,5.8212,8.0388,,
28,1,10,1,42,8.6,1.04748,2.56452,,
36,1,19,8,45,12.1,0.920205,4.524795,,
41,2,13,1,93,14.7,9.542358,4.128642,,
31,2,12,8,44,9.6,1.867008,2.356992,,
39,1,20,8,116,4.1,2.240076,2.515924,,
37,1,4,10,24,14.2,0.419184,2.988816,,
35,2,11,1,62,32.4,9.702504,10.385496,,
35,4,10,12,45,8.5,1.0404,2.7846,,
51,4,15,30,26,13.6,2.011984,1.524016,,
36,1,5,2,27,7.0,0.72387,1.16613,,
23,1,3,4,13,3.1,0.045539,0.357461,,
34,1,12,15,32,2.7,0.239328,0.624672,,
32,2,12,11,116,5.7,4.026708,2.585292,,
48,1,13,11,38,10.8,0.722304,3.381696,,
35,2,1,11,24,7.8,0.417456,1.454544,,
37,1,20,13,41,12.9,0.89913,4.38987,,
